Content,Theme,code,User name,Sentiment
chào bạn ! cám ơn bạn đã quan tâm tới sản phẩm của karofi,khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
dạ vâng em cám ơn và xin lỗi về sự chậm trễ cung cấp thông tin của bên em  Anh chị Hồng Nguyễn Việt  nếu cần hỗ trợ có thể liên hệ hotline 19006418 karofi hỗ trợ nhanh nhất cho anh chị,khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
Chiến Trang dạ thưa anh chị bên em tư vấn miễn phí cho anh chị ạ,khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
Chào bạn. Bạn có thể cho Karofi xin địa chỉ của bạn để hỗ trợ bạn tốt nhất được không ạ?,khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"Chào bạn, bạn có thể cho Karofi xin lại thông tin số điện thoại, nhân viên Karofi sẽ liên hệ lại tư vấn trực tiếp cho bạn ạ.",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"Chào bạn, bạn có thể cho Karofi xin thông tin tên, số điện thoại, Karofi sẽ chủ động liên hệ trực tiếp với bạn để tư vấn ạ.",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
Karofi đã inbox cho bạn. Bạn kiểm tra nhé!,khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"Chào bạn, Bạn vui lòng cho Karofi biết thông tin tên, số điện thoại và địa chỉ. Nhân viên của Karofi sẽ liên hệ trực tiếp và tư vấn cụ thể hơn cho bạn nhé. Cảm ơn bạn!",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"Chào bạn, Karofi có thể hỗ trợ thông tin gì cho bạn không ạ?",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"Chào bạn! Hãy gửi ảnh selfie của bạn cùng cốc nước lọc hoặc cùng chiếc máy lọc nước KARORI qua phần comment (bình luận) của Album này. # Kèm theo ảnh là cảm nhận của chính bạn nếu trong gia đình có chiếc máy lọc nước KAROFI - sẵn sàng cho Uống trực tiếp # Đừng quên like, share album này về facebook cá nhân kèm Hashtag",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"Chào bạn, bạn đang sử dụng sản phẩm của Karofi gặp sự cố gì vậy ạ? Karofi rất muốn được hỗ trợ bạn.",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"Cần hỗ trợ gì thêm bạn có thể liên hệ vào số Tổng đài Chăm sóc khách hàng Karofi: 19006418, hoặc http://karofi.com. Cảm ơn bạn!",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"Chào bạn, cảm ơn bạn đã quan tâm đến sản phẩm của Karofi. Để có thể hỗ trợ thông tin tốt nhất, bạn có thể cho Karofi hỏi bạn đang quan tâm đến dòng máy lọc nước nào của Karofi ạ?",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
Nguyễn Thanh Thủy cảm ơn bạn,khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"chào bạn, bộ phận sale online sẽ liên hệ và hỗ trợ tư vấn bạn. cảm ơn bạn đã quan tâm sản phẩm karofi",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"chào bạn, bạn hoàn toàn có thể tin tưởng về chất lượng sản phẩm. Đồng thời máy được bảo hành 02 năm đối với các linh kiện phần điện nên bạn yên tâm",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
bạn tham khảo link trên,khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
"Vân Đậu chào bạn, http://karofi.com/may-loc-nuoc-thong-minh-iro-20-8-cap-sp61.html",khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
Cảm ơn bạn nhé,khác,Cám ơn và/hoặc trả lời thông tin chung,Karofi - Máy lọc nước thông minh,Neutral
Cám ơn bạn. Chúng tôi sẽ liên hệ lại vào ngày mai.,khác,Cám ơn và/hoặc trả lời thông tin chung,A.O.Smith Việt Nam,Neutral
"Cám ơn bạn, chúng tôi sẽ liên hệ lại.",khác,Cám ơn và/hoặc trả lời thông tin chung,A.O.Smith Việt Nam,Neutral
Cám ơn bạn. Chúng tôi sẽ liên hệ lại.,khác,Cám ơn và/hoặc trả lời thông tin chung,A.O.Smith Việt Nam,Neutral
"Chân thành cảm ơn anh đã tin tưởng và lựa chọn sản phẩm của A.O.Smith. Kính chúc anh và gia đình sức khỏe và nhiều niềm vui trong cuộc sống. 
Trân trọng,
A.O.Smith Việt Nam",khác,Cám ơn và/hoặc trả lời thông tin chung,A.O.Smith Việt Nam,Neutral
"Cám ơn bạn, chúng tôi sẽ liên hệ lại.",khác,Cám ơn và/hoặc trả lời thông tin chung,A.O.Smith Việt Nam,Neutral
"Chào chị, cảm ơn chị đã liên hệ với A.O.Smith Việt Nam. Chị có thể gọi điện tới tổng đài miễn phí 1800 1228 của A.O.Smith hoặc inbox để lại số điện thoại, A.O.Smith sẽ liên lạc lại để tư vấn trực tiếp cho chị về các sản phẩm nhé. Cảm ơn chị.",khác,Cám ơn và/hoặc trả lời thông tin chung,A.O.Smith Việt Nam,Neutral
"Chào bạn, bạn vui lòng tìm hiểu thêm tại trang web của Pureit nhé: www.pureitwater.com",khác,Cám ơn và/hoặc trả lời thông tin chung,Unilever Pureit Vietnam,Neutral
Bạn có thể để lại SĐT hoặc gọi về 0838236651 để được tư vấn rõ hơn nhé,khác,Cám ơn và/hoặc trả lời thông tin chung,Unilever Pureit Vietnam,Neutral
"Chào bạn, không biết bạn đang cần tư vấn gì về sản phẩm ạ?",khác,Cám ơn và/hoặc trả lời thông tin chung,Unilever Pureit Vietnam,Neutral
"Chào các bạn, Pureit cám ơn các bạn đã quan tâm và tìm hiểu sản phẩm. Pureit với quy trình tích hợp 5 bước lọc ưu việt có thể lọc sạch hoàn toàn bụi bẩn, vi khuẩn và kim loại nặng trong nước bạn nhé.",khác,Cám ơn và/hoặc trả lời thông tin chung,Unilever Pureit Vietnam,Neutral
"Chào bạn, Pureit cám ơn bạn đã quan tâm và tìm hiểu sản phẩm. Pureit với quy trình tích hợp 5 bước lọc ưu việt có thể lọc sạch hoàn toàn bụi bẩn, vi khuẩn và kim loại nặng mà vẫn giữ được vị ngon của nước bạn nhé.",khác,Cám ơn và/hoặc trả lời thông tin chung,Unilever Pureit Vietnam,Neutral
Mua Kangaroo,khác,na,Nguyễn Viết Nhiên,Neutral
Mình kp biet thế nào. Mi h mua trong trần anh.ve nhờ người lắp thi anh thợ nói cái sành lọc bị xịn bị đổi. Cái trong máy minh mua về là cái đểu loại rẻ tiền chi 600k.,khác,na,Nguyễn Phương Loan,Neutral
Yeahhh. Cu Lâm nha em được lọt vào chùm ảnh của Karofi rồi ạ? Hiii. Càng đến mùa hè cháu càng đòi uống nc lọc nhiều hơn và 1.5 năm nay em đã thực sự an tâm khi cho con uống nước lọc trực tiếp từ Karofi rồi!,khác,na,Tình Quách,Neutral
Quà sinh nhật sớm. Cảm ơn nhà tài trợ Karofi,khác,na,Phạm Hồng Điệp,Positive
Bác mua phải hàng nhái chứ karofi chỉ có máy lọc nước và cây nước nóng lạnh thôi. Làm gì có quạt.,khác,na,Định NH,Neutral
Mình cũng dang làm Đại lý cho karofi,khác,na,Luan Huy,Neutral
Có thể bạn mua phải hàng nhái dán tên hãng rùi. Mh cũng chưa bao giờ thấy karofi bán quạt. Chỉ thấy máy lọc nước và cây nóng lạnh thôi.,khác,na,Trần Trà My,Neutral
Muốn mua cái mà đắt quá,khác,na,Mai The,Negative
Nha minh mua cai nhu nay.co fai may thong minh k nhi,khác,na,Đăng Trâm Đỗ,Neutral
"Minh hoi cac ban ve dai ly va sdt ,gia ca cac ban noi rang se tu van cho nhug m khong thay va minh cung da tu tim hieu thong tin them roi.thanks",khác,na,Hồng Nguyễn Việt,Negative
Có khi nào sắp thành khách hàng kim cương của karofi khi mà 3 ngày tiêu thụ 20 máy không anh,khác,na,Lê Đức Đạt,Neutral
Có cái quạt phun sương karofi dùng 1 năm thì hỏng. Để cả năm nay rồi ko biết sửa ở đâu đây?,khác,na,Đinh Đức Tặng,Neutral
Nếu đọc kĩ nội dung ở link bạn sẽ có ngay câu trả lời thôi. :) Cố gắng lên nào http://karofi.com/chuanquocgianuocuongtructiep_qcvn6-1/,khác,na,Karofi - Máy lọc nước thông minh,Neutral
"Sao ở ngoài tớ thấy báo giá rẻ thế,150k 3 lõi 123",khác,na,Chiến Trang,Neutral
"2
Đơn vị đầu tiên Việt Nam đạt Quy chuẩn kĩ thuật quốc gia đối với nước khoáng thiên nhiên và nước uống đóng chai là?  gì ad ?",khác,na,Trang Đài Đỗ,Neutral
Thế ak. Thế bị lừa rồi ak,khác,na,Nguyễn Hưng,Neutral
Chào bạn. Đây không phải hàng chính hãng của Karofi bạn nhé,khác,na,Karofi - Máy lọc nước thông minh,Neutral
đây co fai karofi đâu,khác,na,Hoài Jerry,Neutral
máy lọc nước Karofi 8 lõi là sự lựa chọn số 1 của gia đình tôi!,khác,na,Huyền Trang,Positive
Em mua phải cái này có chính hãng k ạ,khác,na,Nguyễn Hưng,Neutral
"₫450,000 Hà Nội Là địa chỉ tin cậy tại Hà Nội : Số 105 Nguyễn Ngọc Nại luôn là đơn vị đi đầu trong lĩnh vực sửa chữa và thay thế lõi nước nước như: Htech, Kangaroo, Nano, Candino, Makxim, Nesca, Ricon, Haohsing, Ohio, Myota, Euro-pura, Nasa, Osmosis, Karofi, Safia, Ptech, Kingway, Nanopro, Naruto, W atts, Nonan, Kemflo, Sivipro, Gaizinc, Panasonic, dawoo...vv. Lõi lọc và linh kiện thay thế chính hãng có bảo hành của nhà sản xuất. Thời gian phục vụ nhanh chóng – chỉ 30p sau khi nhận cuộc gọi của quý khách hàng. Nhân viên kỹ thuật có kinh nghiệm lâu năm về máy lọc nước, phục vụ chuyên nghiệp – tận tình – lịch sự. Kiểm tra chất lượng nước tinh khiết sau khi thay thế. Bảng giá dịch vụ được niêm yết công khai – tránh tình trạng mặc cả, kỳ kèo với khách hàng. Quý khách hàng sẽ được nhắc nhở khi đến thời hạn thay lõi lọc nước. Hướng dẫn quý khách hàng cách sử dụng máy lọc nước hiệu quả và an toàn nhất. MIẾN PHÍ công thay thế lõi lọc nước tại nhà trong nội thành Hà Nội. Dịch vụ thay lõi lọc nước RO Quý khách có nhu cầu thay lõi lọc máy lọc nước RO xin vui lòng liên hệ theo HOTLINE 0973.950.586 để được tư vấn thay lõi lọc nước RO tại nhà với chi phí thấp nhất và được bảo hành, bảo trì miễn phí. Lưu ý: Nếu máy lọc nước RO của gia đình quý khách đã đến thời hạn thay lõi lọc nước. Để đảm bảo cho nguồn nước luôn tinh khiết đảm bảo sức khỏe, Giúp kéo dài tuổi thọ máy Nên thay lõi lọc nước ngay khi đến hạn. Bạn đã thay lõi lọc nước RO định kỳ để đảm bảo máy lọc nước còn hoạt động tốt. Theo các chuyên gia từ tổ chức y tế thế giới WTO, lõi lọc nước cần thay định kỳ 3-6 tháng/lần, tùy từng nguồn nước để đảm bảo nguồn nước sau khi lọc có lợi cho sức khỏe. Chúng tôi luôn cam kết với khách hàng về chất lượng hàng hóa , dịch vụ. + Phục vụ 24/24, mọi lúc mọi nơi + Tất cả các thiết bị đều được sửa chữa tại nhà và có bảo hành. + Phục vụ nhanh gọn, chuyên nghiệp. Gọi tới chúng tôi: 0973950586 để được tư vấn thay lõi lọc nước RO hoặc sửa chữa với chi phí thấp nhất RẤT MONG ĐƯỢC PHỤC VỤ QUÝ KHÁCH HÀNG!!!!!! Địa chỉ : số 105 Nguyễn ngọc nại – thanh xuân -Hà Nội +3",khác,sửa chữa tư nhân,Tuan Anh,Neutral
"Bán bộ lõi lọc Karofi để thay thể cho những máy lọc nước đã lắp đặt lâu chưa thay thế. Inbox hoặc liên hệ: 0975.923.104 Bộ lõi lọc thô Karofi was ₫300,000 See Details",khác,sửa chữa tư nhân,Thanh Cuong,Neutral
"FREE Hà Nội HÃY LIÊN HỆ : TUẤN ANH : 0973.950.586 để được tư vấn thay lõi lọc nước RO hoặc sửa chữa với chi phí thấp nhất Là địa chỉ tin cậy tại Hà Nội : Số 105 Nguyễn Ngọc Nại luôn là đơn vị đi đầu trong lĩnh vực sửa chữa và thay thế lõi nước nước như: Htech, Kangaroo, Nano, Candino, Makxim, Nesca, Ricon, Haohsing, Ohio, Myota, Euro-pura, Nasa, Osmosis, Karofi, Safia, Ptech, Kingway, Nanopro, Naruto, W atts, Nonan, Kemflo, Sivipro, Gaizinc, Panasonic, dawoo...vv. Với nhiều năm kinh nghiệm về lắp đặt và sửa chữa thay thế lõi máy lọc nước với đội ngũ kỹ sư, thợ kỹ thuật giỏi chúng tôi đảm bảo sẽ khắc phục được tất cả các lỗi kỹ thuật mà máy lọc nước nhà bạn gặp phải, cam kết mang tới khách hàng dịch vụ sửa chữa nhanh nhất, giá thành hợp lý nhất, 100% linh kiện chính hãng Lõi lọc và linh kiện thay thế chính hãng có bảo hành của nhà sản xuất. Thời gian phục vụ nhanh chóng – chỉ 30p sau khi nhận cuộc gọi của quý khách hàng. Nhân viên kỹ thuật có kinh nghiệm lâu năm về máy lọc nước, phục vụ chuyên nghiệp – tận tình – lịch sự. Kiểm tra chất lượng nước tinh khiết sau khi thay thế. Bảng giá dịch vụ được niêm yết công khai – tránh tình trạng mặc cả, kỳ kèo với khách hàng. Quý khách hàng sẽ được nhắc nhở khi đến thời hạn thay lõi lọc nước. Hướng dẫn quý khách hàng cách sử dụng máy lọc nước hiệu quả và an toàn nhất. MIẾN PHÍ công thay thế lõi lọc nước tại nhà trong nội thành Hà Nội. Dịch vụ thay lõi lọc nước RO tại nhà HÃY LIÊN HỆ : TUẤN ANH : 0973.950.586 để được tư vấn thay lõi lọc nước RO hoặc sửa chữa với chi phí thấp nhất RẤT MONG ĐƯỢC PHỤC VỤ QUÝ KHÁCH HÀNG!!!!!! +2",khác,sửa chữa tư nhân,Tuan Anh,Neutral
"Máy lọc nước gia đình chính hãng: Nano Geyser Ecotar nhập khẩu từ Nga  Miễn phí vận chuyển + lắp đặt + Bảo hành 3 năm! Giá: 5.490.000 VNĐ LH: 0127.670.6666 -\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\- Hiện tại trên thị trường có nhiều loại máy lọc nước không rõ nguồn gốc xuất xứ. Mọi người không thể đảm bảo chất lượng nước đầu ra khi bỏ tiền ra mua sản phẩm. Em cam kết chất lượng nước đầu ra nhé mọi người! Hàng thật 100%, Geyser Nga và chính phủ đã cấp phép, và đảm bảo chất lượng máy nhé các bác! Quét mã sai, hay nhắn tin kiểm tra mà hệ thống không báo về điện thoại tức là máy fake. Em đảm bảo máy chuẩn giá, chuẩn chất lượng nhé! HOÀN TIỀN gấp 10 lần nếu không phải máy nhập khẩu chính hãng! Giá: 5.490.000 VNĐ LH: 0127.670.6666 -\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\- Cam kết bán hàng chính hãng 100% nhập khẩu Nga Có tem CO, CQ rõ ràng. Cam kết chất lượng nước đầu ra: Không dùng điện. Không nước thừa. Không tốn diện tích. Nước uống đảm bảo còn khoáng tự nhiên tốt cho cơ thể. Giá: 5.490.000 VNĐ (Tặng kèm quà tặng trị giá 1.000.000 VNĐ) E cam kết bán chuẩn giá, chuẩn giá trị máy nhé! Ngoài ra bên em còn có dịch vụ thay các lõi lọc nước đối với các khách hàng vẫn đang sử dụng các loại máy lọc nước như Karofi, Kangoru,.. và có dịch vụ xét nghiệm nước cho khách hàng yêu cầu nhé! Bảo hành chất lượng, nên khách hàng yên tâm khi sử dụng dịch vụ bên em! Liên hệ mua máy: 0127.670.6666 Miễn phí vận chuyển + lắp đặt + Bảo hành 3 năm! # Máy # Lọc # Nước # Nano # Geyser # Ecotar # Chính # Hãng  # Maylocnuocnano # MaylocnuocnonoGeyserEcotar +4 Tiêu Nhiên 8 new photos Khu Đô Thị Linh Đàm Hanoi Em cung cấp máy lọc nước gia đình chính hãng Geyser của Nga các bác nhé. Có nhu cầu liên hệ e các bác nhé Máy lọc nước Geyser Ecotar chính hãng. Hiện tại trên thị trường có nhiều loại máy lọc nước không rõ nguồn gốc xuất xứ. Mọi người không thể đảm bảo chất lượng nước đầu ra khi bỏ tiền ra mua sản phẩm. Em cam kết chất lượng nước đầu ra nhé mọi người! Hàng thật 100%, Geyser Nga và chính phủ đã cấp phép, và đảm bảo chất lượng máy nhé các bác! Quét mã sai, hay nhắn tin kiểm tra mà hệ thống không báo về điện thoại tức là máy fake. Em đảm bảo máy chuẩn giá, chuẩn chất lượng nhé! HOÀN TIỀN gấp 10 lần nếu không phải máy nhập khẩu chính hãng! Giá: 5.490.000 VNĐ LH: 0127.670.6666 -\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\- Cam kết bán hàng chính hãng 100% nhập khẩu Nga. Có tem CO, CQ rõ ràng. Cam kết chất lượng nước đầu ra: Không dùng điện. Không nước thừa. Không tốn diện tích. Nước uống đảm bảo còn khoáng tự nhiên tốt cho cơ thể. Giá: 5.490.000 VNĐ (Tặng kèm quà tặng trị giá 1.000.000 VNĐ) Bên ngoài bán máy này không dưới 6 triệu/máy nhé mọi người. E cam kết bán chuẩn giá, chuẩn giá trị máy nhé! Ngoài ra bên em còn có dịch vụ thay các lõi lọc nước đối với các khách hàng vẫn đang sử dụng các loại máy lọc nước như Karofi, Kangoru,.. và có dịch vụ xét nghiệm nước cho khách hàng yêu cầu nhé! Bảo hành chất lượng, nên khách hàng yên tâm khi sử dụng dịch vụ bên em! Liên hệ mua máy: 0127.670.6666",khác,sửa chữa tư nhân,Tiêu Nhiên,Neutral
"Máy lọc nước karofi đã bị đại lý cháo màng lọc loại rẻ lắp cho khách hàng và hậu quả là máy sử dụng trong 7 tháng đã tắc nước và không có nước ăn.showroom trung thoa nhận thay thế lõi lọc nước chính hãng,màng lọc r.o chuẩn được nhập khẩu từ USA.NÓI KHÔNG VỚI HÀNG KÉM CHẤT LƯỢNG.CSKH 0915945694",khác,sửa chữa tư nhân,Nguyễn VănTrung,Neutral
"DỊCH VỤ SỦA CHỮA, BẢO DƯỠNG, THAY THẾ LÕI LỌC MÁY NANO,RO
FREE - Vinh

DỊCH VỤ SỬA CHỮA, BẢO DƯỠNG, THAY THẾ LÕI LỌC CHO CÁC DÒNG MÁY  NANO, RO TẠI NGHỆ AN VÀ HÀ TĨNH.
Để đảm bảo chất lượng nguồn nước sau khi lọc an toàn cho gia đình bạn khi sử dụng.
Máy lọc nước gđ bạn đang mắc phải các vấn đề như:  màng lọc và các lõi lọc bị tắc vì quá bẩn.
 Chức năng lọc kém, nước thải ra quá nhiều….!
Thay thế lõi lọc cho máy giúp máy lọc tốt hơn và nguồn nước được đảm bảo.
Thay thế định kỳ giúp tuổi thọ của máy được lâu hơn.
Chúng tôi nhận bào trì, thay thế lõi lọc cho tất cả các dòng máy Nano và RO như karofi, Hanoki, Panasonic,kanggaru….! 
ĐC: 179 - Nguyễn Trãi - TP Vinh - Nghệ An 
ĐT: 02383 56 56 96 hoặc 0982 724 669",khác,sửa chữa tư nhân,Maria My Hoa,Neutral
